Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_HRK,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP,Spend_ILS,Spend_NZD,Spend_TWD,Spend_AUD
AR64764395971936256,RUMBLEUP LLC,EIN ID 46-4727830,US,US-Federal,22,24000,21150,1781250,41375,159500,562000,157500,7417500,94100,102300,222750,18850,83000,37400,711000,35100
AR64967943062028288,RICK SCOTT FOR FLORIDA,FEC ID C00676965,US,US-Federal,829,1419400,1230650,101128750,2406950,9130600,31707000,9177000,397875000,5293800,5731875,12778500,1090600,5176500,2132800,43551000,1956900
AR65034394796032000,KIMBERLY MOSCHETTI FOR STATE REPRESENTATIVE - DISTRICT 14,Registered in Arizona 100221,US,US-Federal,1,800,700,59250,1350,5200,19000,5000,247500,3100,3375,7500,600,2750,1200,24000,1200
AR65274500647747584,MICHELE OBERHOLTZER FOR MICHIGAN,EIN ID 85-0763910,US,US-Federal,3,300,250,20250,450,1700,6000,1500,82500,1000,1125,2250,200,1000,400,9000,450
AR65329063912275968,ALASKA DEMOCRATIC PARTY,EIN ID 92-0092928,US,US-Federal,2,5100,4350,375500,8475,32900,118000,32500,1575000,19800,21150,45000,3950,17250,7600,147000,7200
AR65414138624475136,OMA MEDIA AGENCY INC,EIN ID 81-5215715,US,US-Federal,1,300,300,24500,575,2200,8000,2000,105000,1300,1425,3000,250,1000,600,9000,450
AR65485194563420160,RICHIE CASTALDO FOR CONGRESS 2020,FEC ID C00744474,US,US-Federal,10,100,50,4000,100,300,1000,500,15000,200,225,750,50,250,0,3000,0
AR65602155112824832,SPOTSTUDIO,,"EU, HR",EU-Parliament,3,100,100,7250,175,600,2000,500,30000,400,375,750,100,250,200,3000,150
AR65609439377358848,"NIKEMA FOR CONGRESS, INC",FEC ID C00752584,US,US-Federal,1,700,600,51250,1150,4500,16000,4500,217500,2700,2850,6000,550,2250,1000,21000,1050
AR65636446131716096,AFTAB FOR OHIO,FEC ID C00667519,US,US-Federal,28,49900,43350,3615250,84825,322300,1116000,323500,14032500,186700,201900,450750,38500,182250,75600,1536000,69450
AR66006637952892928,NEWBY FOR JUSTICE,EIN ID 83-3430048,US,US-Federal,2,66400,56550,4887500,110575,427700,1534000,421000,20520000,256500,275400,589500,51350,226750,100000,1917000,93150
AR66093842968870912,HARLEY ROUDA FOR CONGRESS,FEC ID C00633982,US,US-Federal,277,275600,234950,20293000,459550,1770200,6281000,1749500,83355000,1052900,1135500,2439750,212000,948000,415600,8052000,385200
AR6610126467235840,KOBACH FOR SENATE,EIN ID 84-2308994,US,US-Federal,2,300,300,26500,625,2400,9000,2500,112500,1400,1500,3750,300,1250,600,9000,600
AR66157408484851712,EDUCATION NOW,EIN ID 84-4365153,US,US-Federal,147,60500,51300,4495250,100325,385200,1356000,382000,18037500,227500,248550,531750,46350,206500,91200,1773000,84150
AR6634040845139968,DEMOCRATIC PARTY OF WISCONSIN,FEC ID C00019331,US,US-Federal,151,418700,357200,30943500,698575,2705000,9715000,2659000,130215000,1633000,1739625,3709500,322700,1424250,630800,12003000,591150
AR66367209047326720,CALIFORNIANS FOR POPULATION STABILIZATION INC,EIN ID 94-2581509,US,US-Federal,5,2300,2100,168000,4125,15700,54000,16000,705000,9100,10125,22500,1800,8000,3600,72000,3450
AR66397308178137088,RICK GREEN FOR CONGRESS,FEC ID C00657098,US,US-Federal,110,32400,27850,2353500,54425,206700,713000,207500,9015000,119700,129525,288750,24800,116750,49000,996000,45000
AR66446717481910272,DONALD POMEROY COMMITTEE,Registered in North Carolina,US,US-Federal,1,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0
AR66672667121418240,IMPERIUM ADVISORS,EIN ID 82-2975780,US,US-Federal,15,3100,2650,228000,5225,20100,72000,20000,960000,12100,12975,27750,2400,10500,4600,90000,4350
AR66695688146124800,HOUSE REPUBLICAN ORGANIZATION,EIN ID 54-2088147,US,US-Federal,41,26800,22800,1971500,44625,172100,612000,170000,8220000,102300,110925,238500,20800,92250,40400,783000,37350
AR66742760987688960,New Zealand National Party,,NZ,,24,78900,67150,5793750,131375,507700,1817000,500000,24187500,302000,327150,702750,61200,270250,119200,2286000,110100
AR66802409493495808,FRIENDS OF VAL ARKOOSH,EIN ID 46-2209113,US,US-Federal,1,3200,2700,233500,5275,20500,73000,20000,982500,12300,13125,27750,2450,10750,4800,90000,4500
AR66824949481865216,"MARSY'S LAW FOR IOWA, LLC",EIN ID 82-5059409,US,US-Federal,2,0,0,750,25,100,0,0,0,0,75,0,0,0,0,0,0
AR66888996034183168,Bernardo Notarangelo,,"EU, IT",EU-Parliament,27,2500,2100,182750,4100,15800,56000,15500,750000,9300,10200,21750,1950,8500,3800,72000,3450
AR66889545789997056,LESLEE HILL FOR THE 17TH DISTRICT,EIN ID 82-4565604,US,US-Federal,3,1000,900,76500,1725,6700,24000,6500,322500,4000,4275,9000,800,3500,1600,30000,1500
AR67219742875713536,DENHAM FOR CONGRESS,FEC ID C00473272,US,US-Federal,27,64600,56050,4691500,109575,416100,1443000,418000,18150000,241100,260850,583500,49700,235250,98000,1992000,90150
AR67229982077747200,RECALL DUNLEAVY,EIN ID 84-2488029,US,US-Federal,10,1700,1550,125750,3075,11800,41000,11500,525000,6800,7500,16500,1350,6000,2800,54000,2550
AR67247711702745088,CAITLIN CAHILL FOR MINNESOTA HOUSE,Registered in Minnesota 18537,US,US-Federal,15,300,250,20250,450,1800,6000,1500,82500,1100,1125,2250,200,1000,400,9000,450
AR67258638099546112,GREG FOR MONTANA,EIN ID 47-4714093,US,US-Federal,55,53000,45750,3913000,89475,346000,1236000,340500,16395000,206700,222150,477000,41150,181500,81000,1539000,75900
AR6727705491931136,"SUCCESS ACADEMY CHARTER SCHOOLS, INC.",EIN ID 20-5298861,US,US-Federal,8,600,500,40750,1000,3800,13000,4000,172500,2200,2475,5250,450,2000,800,18000,900
AR67405491621330944,NITHYA RAMAN FOR CITY COUNCIL 2020 GENERAL,EIN ID 84-5006195,US,US-Federal,12,5800,4900,428000,9625,37200,133000,36500,1800000,22500,23925,51000,4450,19500,8600,165000,8100
AR67428100329177088,FRED KELLER FOR CONGRESS,FEC ID C00697052,US,US-Federal,82,10800,9550,758500,18725,71200,248000,71500,3142500,41300,45675,101250,8300,38500,16200,330000,15300
AR68046094583463936,JIM MCLEAN FOR HD 94,EIN ID 84-4259284,US,US-Federal,3,1800,1650,136250,3225,12500,45000,12500,577500,7400,7950,17250,1450,6250,3000,54000,2700
AR68295821161922560,CITIZENS FOR AL STIRPE,EIN ID 05-5421452,US,US-Federal,2,7100,6100,526500,11900,46100,166000,45500,2212500,27700,29700,63750,5500,24250,10800,207000,10050
AR68327844438081536,FRIENDS FOR FITZ INC.,EIN ID 84-4484009,US,US-Federal,3,100,100,6750,150,600,2000,500,30000,400,375,750,50,250,200,3000,150
AR68345642782556160,MATT HAGGMAN FOR CONGRESS,FEC ID C00651851,US,US-Federal,59,5600,4850,387750,9475,35900,125000,36000,1567500,20800,22500,50250,4300,20500,8400,171000,7650
AR68410720127025152,FRIENDS OF BOB SMYTHE JR,EIN ID 84-4595918,US,US-Federal,4,200,150,12750,300,1100,4000,1000,52500,700,750,1500,150,500,200,6000,300
AR6845147077672960,MCHENRY FOR CONGRESS,FEC ID C00393629,US,US-Federal,9,22400,20350,1599500,39800,151500,513000,152000,6787500,86700,97275,213750,17200,77250,34400,675000,32850
AR68466589061611520,UNION OF CONCERNED SCIENTISTS. INC,EIN ID 04-2535767,US,US-Federal,173,32400,28700,2342750,56150,214600,751000,214000,9727500,125800,137025,301500,25300,114500,49600,975000,46800
AR68578395650260992,CTE PAMELA HORNBERGER,EIN ID 81-1898506,US,US-Federal,77,2500,2150,185000,4175,16200,58000,16000,780000,9800,10425,22500,1950,8500,3800,72000,3600
AR68662302131355648,Inside Out Consulting LLC,EIN ID 76-0849527,US,US-Federal,29,1200,1000,82250,2000,7600,26000,7500,330000,4400,4725,10500,900,4250,1800,36000,1650
AR6867343468658688,FRIENDS OF JODY LAMACCHIA,EIN ID 83-2904657,US,US-Federal,15,2500,2100,180750,4075,15800,56000,15500,757500,9500,10125,21750,1900,8250,3600,72000,3450
AR68706763632803840,"RESULTS FOR NC, INC.",EIN ID 46-2832843,US,US-Federal,4,107900,91950,7981000,179850,696400,2503000,684500,33637500,422300,447900,953250,83050,366750,162200,3087000,152250
AR68737343799951360,CDU Christlich Demokratische Union,,"AT, BG, CZ, DE, EU, FR, GB, HR, HU, IT, LU, LV, NL, PL, PT, RO, SK",EU-Parliament,33123,322400,288150,22512500,563600,2138200,7423000,2151500,93780000,1237700,1371600,3096750,250650,1155000,492000,10044000,464550
AR68803589375524864,STU LOUREY FOR SENATE VOLUNTEER COMMITTEE,EIN ID 83-2965036,US,US-Federal,7,1600,1450,116500,2800,10600,37000,10500,457500,6100,6750,15000,1250,6000,2400,51000,2250
AR68908627095715840,צל”ש - ציונות ליברליות שוויון,,IL,,14,9900,8250,724500,16125,62300,213000,61500,2940000,37000,40125,83250,7250,32500,13800,279000,12900
AR68940066256322560,Robin Michael Horsley,,"EU, GB",EU-Parliament,25,3100,2800,222000,5500,20900,72000,21000,930000,12000,13425,29250,2350,10750,4800,96000,4500
AR69055927294099456,FRIENDS OF CHRIS SMITH,FEC ID C00096412,US,US-Federal,37,24200,21100,1775750,41250,157600,553000,157000,7050000,92500,99525,218250,18700,87500,36600,732000,33900
AR69125196526649344,CALIFORNIA DEMOCRATIC PARTY,FEC ID C00105668,US,US-Federal,11,89200,78350,6534750,153200,582500,2026000,584500,25297500,338500,365250,810000,68900,330000,134600,2748000,124350
AR69196939660361728,PEOPLE FOR PATTY MURRAY,FEC ID C00257642,US,US-Federal,2,1300,1150,90750,2275,8600,30000,8500,375000,5000,5550,12750,1000,4750,2000,42000,1950
AR69224908487393280,UAB Elektroninio verslo sistemos,,"EU, LT",EU-Parliament,10,400,350,32000,725,2800,10000,3000,135000,1700,1800,3750,350,1500,600,12000,600
AR69312044783894528,1557408358504,,"EU, RO",EU-Parliament,15,2500,2050,182250,4025,15500,54000,15500,735000,9200,9975,21000,1850,8250,3600,69000,3300
AR69350252812959744,FRIENDS FOR PATRICIA ACKERMAN,FEC ID C00726810,US,US-Federal,52,47700,40550,3504250,79325,307100,1102000,302000,14655000,183500,197625,422250,36750,162000,72000,1371000,66900
AR69471542689398784,JEFF GREENE FOR GOVERNOR,EIN ID 83-0807133,US,US-Federal,218,105100,91100,7259000,178175,675600,2337000,679000,29362500,390500,422775,944250,81350,386750,157000,3225000,142950
AR69535108205379584,SPD-Stadtverband Eschweiler,,"DE, EU, FR",EU-Parliament,24,200,150,14000,325,1200,4000,1000,60000,700,750,1500,150,750,200,6000,300
AR69817132937904128,MEGAN FOR ARKANSAS,EIN ID 82-4450934,US,US-Federal,7,5000,4250,369000,8325,32200,115000,31500,1530000,19200,20700,44250,3850,17000,7600,144000,7050
AR69958214023643136,NIAGARA COUNTY REPUBLICAN COMMITTEE,EIN ID 81-1600062,US,US-Federal,13,2600,2300,183250,4550,17300,59000,17500,765000,9900,11025,24750,2000,9000,4000,78000,3750
AR70207597004718080,"SHAKESPEARE, TARA FRIENDS OF",Registered in Pennsylvania 20190382,US,US-Federal,12,3200,2700,235500,5325,20600,74000,20000,997500,12500,13200,28500,2450,10750,4800,90000,4500
AR70365239484350464,WASHINGTON DIGITAL MEDIA,EIN ID 47-1617575,US,US-Federal,2,100,100,7500,175,600,2000,500,30000,400,450,750,100,250,200,3000,150
AR70607681798275072,FRIENDS OF CARRIE WOERNER,EIN ID 81-4303222,US,US-Federal,4,11500,9900,845250,19325,74300,264000,73500,3442500,44100,47400,102750,8850,40250,17400,339000,16050
AR70672552984313856,SARAH FOR IOWA,EIN ID 84-2024687,US,US-Federal,6,1200,1100,89750,2125,8200,30000,8000,382500,4900,5250,11250,950,4250,2000,36000,1800
AR70685678404370432,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,,"EU, GR",EU-Parliament,1634,41600,37000,2899500,72425,274000,948000,276500,12037500,158200,175125,392250,33000,148750,63200,1293000,60000
AR70688839500300288,MARY MILLER FOR CONGRESS,EIN ID 84-3420687,US,US-Federal,19,1700,1500,119500,2975,11300,38000,11500,510000,6500,7275,15750,1300,5750,2600,51000,2550
AR70718388875296768,WINNING MARK LLC,EIN ID 20-0441511,US,US-Federal,43,32600,28400,2388500,55525,210800,733000,212000,9180000,122200,132375,294000,25000,119500,49600,1005000,45600
AR70864005446500352,LANCE GOODEN FOR CONGRESS COMMITTEE,EIN ID 82-3564274,US,US-Federal,2,400,350,31250,700,2700,10000,2500,135000,1600,1725,3750,350,1500,600,12000,600
AR70979454167416832,GREENBERG FOR NY,Registered in New York,US,US-Federal,8,100,50,6250,150,500,2000,500,30000,300,375,750,50,250,200,3000,150
AR71006941958111232,SOUTHWORTH FOR SENATE,EIN ID 84-4254087,US,US-Federal,5,2500,2100,183250,4150,16000,58000,16000,772500,9700,10350,21750,1900,8500,3800,72000,3450
AR7127996443918336,CARMELITA FOR CONGRESS,FEC ID C00735910,US,US-Federal,8,5000,4450,375000,8725,33700,119000,33500,1545000,19800,21525,47250,4000,17750,8000,150000,7650
AR71331710205165568,JOHN SCHIFINO FOR CIRCUIT COURT JUDGE,EIN ID 85-0989846,US,US-Federal,2,6600,5650,491500,11000,42300,148000,42000,1957500,24900,27225,58500,5100,22500,10000,192000,9300
AR71365107870859264,HARTMAN FOR PA,EIN ID 84-2401210,US,US-Federal,1,100,150,10000,250,1000,3000,1000,45000,600,600,1500,100,500,200,3000,150
AR71405721081610240,DEB FISCHER FOR US SENATE INC,EIN ID 45-2584451,US,US-Federal,2,400,400,30000,750,2800,10000,3000,127500,1600,1800,3750,300,1500,600,12000,600
AR71452106728407040,TAYLOR HUBBARD,,US,US-Federal,3,200,150,11000,275,1000,4000,1000,45000,600,675,1500,100,500,200,6000,150
AR71480762750205952,MIAMI-DADE COUNTY - BOARD OF COUNTY COMMISSIONERS,EIN ID 59-6000573,US,US-Federal,102,7600,6700,562750,13075,50200,174000,50000,2302500,29300,32250,69750,5900,26250,11800,228000,11100
AR71526461202235392,DEMOCRACY COUNTS INC,EIN ID 81-2822233,US,US-Federal,2,500,400,36500,825,3200,11000,3000,150000,1900,2025,4500,400,1750,800,15000,750
AR71613185181876224,The Opportunities Party,,NZ,,71,14600,12400,1070000,24250,93700,335000,92500,4470000,55800,60375,129750,11300,50000,22000,423000,20250
AR71753372914417664,Yes for Compassion,,NZ,,26,10800,9200,798000,18025,69500,246000,68500,3277500,41100,44775,96000,8350,36750,16200,315000,15150
AR71786908019064832,DANE EAGLE FOR CONGRESS,EIN ID 84-3567830,US,US-Federal,5,900,700,63750,1425,5400,19000,5500,247500,3200,3525,7500,650,3000,1200,24000,1200
AR72221352550989824,TIFFANIE ROBERTS FOR OHIO,EIN ID 84-4118709,US,US-Federal,5,1200,1000,85500,1925,7500,27000,7500,360000,4500,4800,10500,900,4000,1800,33000,1650
AR72391845572771840,LEAH FOR SENATE,FEC ID C00655522,US,US-Federal,24,43800,37650,3169000,73650,279800,965000,281000,12195000,161700,175200,391500,33500,158000,66400,1347000,60750
AR7243170286927872,"GR, PARL SENATO FRATELLI D'ITALIA",,"EU, IT",EU-Parliament,1,100,50,5250,125,500,2000,500,22500,300,300,750,50,250,200,3000,150
AR72549694210834432,RE-ELECT NOREEN KOKORUDA,EIN ID 83-1323643,US,US-Federal,1,0,50,3500,75,300,1000,500,15000,200,225,750,50,250,0,0,0
AR72578006635249664,KIMBERLY YEE FOR ARIZONA TREASURER,EIN ID 82-3812354,US,US-Federal,8,7400,6500,523500,12675,48100,167000,48500,2092500,27800,30150,67500,5800,27250,11200,228000,10200
AR72665211651227648,KENDALL FOR CONGRESS,FEC ID C00713461,US,US-Federal,14,6700,5800,495500,11300,43600,156000,43000,2085000,26100,28050,60000,5200,23000,10200,195000,9450
AR72734618322731008,SPÖ LO Wien - Junge Generation,,"AT, DE, EU",EU-Parliament,8,12900,11250,937500,22025,84500,299000,84000,3937500,50000,54300,118500,10150,44500,19800,384000,18300
AR72741146673020928,FRIENDS OF LOU GARGIULO PAC,Registered in New Hampshire 09005102,US,US-Federal,14,11700,9950,860750,19450,75300,271000,74000,3615000,45300,48450,103500,9000,39750,17600,336000,16500
AR72799420789293056,CALIFORNIA SECRETARY OF STATE,EIN ID 90-0603904,US,US-Federal,52,421000,358450,31022250,701075,2714700,9756000,2668000,130665000,1637200,1746750,3726000,324700,1431250,634400,12096000,593100
AR72801825970978816,CSU Ortsverband Sauerlach,,"DE, EU",EU-Parliament,2,200,200,15250,375,1400,5000,1500,60000,800,900,2250,150,750,400,6000,300
AR73057599863390208,Liberal Alliance Djursland,,"DK, EU",EU-Parliament,146,5600,5050,392750,9850,37400,130000,37500,1635000,21600,23925,54000,4450,20250,8600,177000,8100
AR73194832658432000,MIKE THOMPSON FOR KANSAS,EIN ID 84-4101709,US,US-Federal,1,100,50,5750,125,500,2000,500,22500,300,300,750,50,250,200,3000,150
AR73283618222374912,KENDON REESE UNDERWOOD,Registered in Arkansas,US,US-Federal,5,2500,2250,179750,4425,16900,58000,17000,772500,9900,10875,24000,1950,8500,4000,75000,3900
AR73365463119167488,MARK KELLY FOR SENATE,FEC ID C00696526,US,US-Federal,506,4549500,3909950,335670250,7647050,29518800,105053000,29115500,1400677500,17601700,18984975,40801500,3528550,15586000,6898000,132408000,6431850
AR7336834933719040,COMMITTEE TO ELECT JOHN INHULSEN,Registered in Michigan 519706,US,US-Federal,4,1500,1350,115500,2625,10100,35000,10000,465000,5900,6450,13500,1200,5250,2400,45000,2250
AR73425592661311488,COMMITTEE TO ELECT LEE BLATT,EIN ID 85-1045217,US,US-Federal,7,17700,15000,1299500,29350,113500,407000,111500,5445000,68100,73050,156000,13650,60000,26600,510000,24750
AR73742939204878336,MEGAN GREEN FOR ST LOUIS,EIN ID 82-3551589,US,US-Federal,13,6500,5600,483500,10975,42200,149000,42000,1965000,25000,27150,57750,5100,22000,9800,189000,9150
AR74039601185947648,SMER - SD,,"EU, GR, SK",EU-Parliament,157,161100,145150,11447000,283875,1080300,3659000,1084500,48510000,616100,693825,1530750,123500,557250,244200,4836000,234600
AR74632581550702592,United People's Party Liberal,,IN,IN-General,36,400,350,30250,650,2500,9000,2500,120000,1500,1650,3750,300,1250,600,12000,600
AR74661787328315392,OUR REVOLUTION PAC,FEC ID C00676684,US,US-Federal,3,300,300,24000,575,2200,8000,2000,97500,1300,1425,3000,250,1250,600,9000,450
AR74673607078313984,Prime Digital Kamil Michalski Business Consulting,,"EU, PL",EU-Parliament,20,500,400,32250,800,3100,11000,3000,135000,1800,1950,4500,350,1500,800,15000,600
AR74698414809415680,Make It Legal Aotearoa New Zealand Trust,,NZ,,13,100,50,6250,150,500,2000,500,22500,300,375,750,50,250,200,3000,150
AR74707898097205248,COALITION FOR WOMEN AND CHILDREN,Registered in Colorado 20195036425,US,US-Federal,1,2000,1650,144750,3275,12700,46000,12500,607500,7600,8175,17250,1500,6750,3000,57000,2700
AR74770295382081536,NELSON FOR SENATE,Registered in New York A23446,US,US-Federal,59,8500,7250,627750,14175,54900,197000,54000,2640000,33100,35325,75000,6550,29000,12800,243000,12000
AR74793934882078720,DRAKE BUCKMAN CAMPAIGN,EIN ID 84-2674407,US,US-Federal,30,5400,4600,397500,9000,34800,125000,34000,1672500,20900,22425,48000,4200,18500,8200,156000,7650
AR75101042223611904,CLUB FOR GROWTH ACTION,FEC ID C00487470,US,US-Federal,588,198400,171000,14416500,334425,1284400,4535000,1274000,59287500,758700,819600,1783500,153650,694500,299000,5874000,277350
AR75218140211970048,PETE FOR AMERICA EXPLORATORY,EIN ID 83-3156822,US,US-Federal,15,167500,148500,11604000,290425,1102100,3810000,1108000,47137500,637600,706125,1556250,127500,603500,246000,5169000,236100
AR75246040319524864,AMERICAN DEFENSE FUND SUPER PAC,FEC ID C00697219,US,US-Federal,3,0,50,3000,75,300,1000,500,15000,200,225,750,50,250,0,0,0
AR75246658794815488,VIRGINIANS FOR COMMON GOOD,Registered in Virginia 00332,US,US-Federal,1,300,250,21250,475,1900,7000,2000,90000,1100,1200,2250,200,1000,400,9000,450
AR75532050781700096,ANDREW LEARNED FOR CONGRESS,FEC ID C00646455,US,US-Federal,3,900,800,64750,1575,6000,21000,6000,262500,3500,3750,8250,700,3500,1400,27000,1200
AR75576787161055232,TRACEY KAGAN,Registered in Florida 74680,US,US-Federal,37,13500,11450,989750,22400,86700,311000,85000,4155000,52000,55800,119250,10400,45750,20200,387000,18900
AR7610613329035264,ELECT MICHELLE UDALL,Registered in Arizona 201600496,US,US-Federal,1,1900,1650,143750,3175,12200,43000,12000,562500,7200,7875,16500,1450,6500,2800,57000,2700
AR7611506682232832,FRIENDS OF FELTES,EIN ID 47-1093993,US,US-Federal,13,8000,6950,597250,13650,52500,185000,52000,2452500,31100,33750,72750,6250,27500,12400,237000,11550
AR76150663511277568,BUCKS COUNTY REPUBLICAN COMMITTEE,EIN ID 23-1014186,US,US-Federal,20,6200,5650,444250,11025,41700,145000,42000,1852500,24400,26700,60750,5050,22000,9800,195000,9150
AR76175746120286208,SKYWEST MEDIA LLC,EIN ID 03-0545881,US,US-Federal,3,1300,1150,99500,2250,8700,31000,8500,420000,5300,5550,12000,1050,4500,2000,39000,1950
AR76226942130454528,BRIAN FITZPATRICK FOR CONGRESS,FEC ID C00607416,US,US-Federal,116,335000,288050,24488000,563425,2160900,7619000,2146500,99330000,1275800,1374900,2993250,258150,1178500,506000,9963000,468450
AR76295799046144000,SUSANA MENDOZA FOR MAYOR,EIN ID 83-2478018,US,US-Federal,19,49000,43050,3483500,84225,319700,1105000,321500,13717500,185600,204000,448500,37750,179000,71800,1512000,68400
AR7629992221474816,SAMUEL ANDERSON FOR ASSEMBLY,Registered in Wisconsin 0106271,US,US-Federal,3,1100,1000,84750,1900,7400,26000,7500,360000,4500,4725,10500,900,4000,1800,33000,1650
AR76535286422568960,FRIENDS OF PAUL EVANS,Registered in Oregon 16508,US,US-Federal,15,7900,6750,582500,13175,51000,183000,50000,2445000,30600,32775,69750,6100,26750,12000,228000,11100
AR76649085876043776,FRIENDS OF MATT ROGERS,EIN ID 85-1805284,US,US-Federal,2,100,50,5750,125,500,2000,500,22500,300,300,750,50,250,200,3000,150
AR76950077184147456,CITIZENS FOR KAIL,EIN ID 82-0711272,US,US-Federal,4,1800,1550,133250,3025,11700,42000,11500,562500,7000,7500,15750,1400,6250,2800,51000,2550
AR76998249537339392,SF - Socialistisk Folkeparti,,"DK, ES, EU",EU-Parliament,175,33900,30250,2425000,59125,225500,786000,225500,9975000,131100,144375,321750,26650,120750,52000,1047000,49050
AR77179119200108544,TONY FOR WISCONSIN,,US,US-Federal,220,45400,39500,3293750,77275,293200,1020000,294500,12787500,169900,184275,410250,34900,166000,69200,1401000,63450
AR77391737261129728,BEN LOYOLA FOR CONGRESS,EIN ID 84-3622223,US,US-Federal,3,2500,2300,189000,4500,17400,61000,17000,795000,10200,11100,24750,2000,9000,4000,75000,3900
AR77396822502408192,GLENN GROTHMAN FOR CONGRESS,FEC ID C00561597,US,US-Federal,26,10800,9350,790750,18300,69800,244000,69500,3127500,40900,44100,96750,8350,38750,16400,327000,15150
AR77412627982057472,STAROSTOVÉ A NEZÁVISLÍ,,"CZ, EU, SK",EU-Parliament,336,32900,28300,2422000,55325,213500,759000,210500,10147500,126900,137475,297750,25600,113500,50200,963000,46650
AR77576111617212416,MICHAEL PESKOFF,,US,US-Federal,3,100,50,4500,100,400,1000,500,15000,200,300,750,50,250,0,3000,150
AR77628475858485248,RANDY DOWNS FOR WARD 2,EIN ID 85-2039098,US,US-Federal,1,100,50,6500,150,600,2000,500,30000,300,375,750,50,250,200,3000,150
AR77652733833773056,"BEN BULLOCK FOR CONGRESS, INC.",EIN ID 83-4656332,US,US-Federal,12,800,700,53250,1325,5000,17000,5000,225000,2900,3225,7500,600,2750,1200,24000,1050
AR77669157788712960,JESSICA HARRINGTON CAMPAIGN,EIN ID 83-1061860,US,US-Federal,20,15900,13550,1171750,26500,102600,368000,101000,4912500,61500,66000,141000,12250,54000,24000,456000,22350
AR77689292595396608,HIRAL FOR CONGRESS,FEC ID C00649897,US,US-Federal,25,57500,49250,4224500,96375,370800,1318000,367000,17302500,219700,237525,514500,44450,200250,87200,1692000,80550
AR77897993646243840,KEVIN ROSS FOR WELD,EIN ID 84-2679206,US,US-Federal,3,2600,2250,194250,4450,17200,61000,17000,795000,10100,11025,24000,2050,8750,4000,75000,3750
AR77920671073566720,JOSHUA GINSBERG,,US,US-Federal,2,300,250,23250,525,2000,7000,2000,97500,1200,1275,3000,250,1000,400,9000,450
AR78122156579356672,WEBER FOR CONGRESS,FEC ID C00502229,US,US-Federal,6,7900,6750,582250,13175,51000,183000,50000,2445000,30600,32775,69750,6100,27000,12000,228000,11100
AR78478741944139776,CRAMER FOR SENATE,FEC ID C00504704,US,US-Federal,6,24500,21100,1738500,41250,156400,543000,157500,6832500,90800,98175,219000,18700,88750,36600,750000,33750
AR78506710771171328,COMMUNIDADES CON REGGIE JONES-SAWYER FOR STATE ASSEMBLY 2020,EIN ID 85-3191270,US,US-Federal,18,1300,1100,94250,2125,8200,30000,8000,397500,5000,5325,11250,1000,4250,2000,36000,1800
AR78573506102558720,"PO BOX 730 HILMAR, CA 95324",EIN ID 83-4493215,US,US-Federal,1,2400,2050,176500,4000,15500,55000,15000,742500,9200,9975,21000,1850,8250,3600,69000,3300
AR78599688223195136,MIKE LEVIN FOR CONGRESS,FEC ID C00634253,US,US-Federal,42,13700,12000,1000000,23425,89100,310000,89500,3862500,51600,55875,123750,10500,50500,20600,420000,18900
AR78725032548761600,HALEY STEVENS FOR CONGRESS,FEC ID C00638650,US,US-Federal,42,155000,132150,11395000,258500,996300,3545000,984000,47055000,592500,639150,1375500,119600,534250,233800,4533000,216600
AR78778290143232000,NORTH CAROLINA REPUBLICAN PARTY,EIN ID 56-0776285,US,US-Federal,29,75300,64050,5545000,125250,485100,1744000,476500,23332500,292300,312000,664500,57950,255250,113400,2157000,106050
AR78785299529859072,SENATE VICTORY PAC,EIN ID 45-3855268,US,US-Federal,58,179100,152550,13211500,298325,1154300,4138000,1135500,55477500,695100,742725,1585500,138000,609500,269800,5154000,252000
AR78787361114161152,ALLEN WELLONS,EIN ID 84-3926380,US,US-Federal,1,5300,4550,392750,8875,34300,123000,33500,1650000,20600,22050,47250,4100,18250,8000,153000,7500
AR78805022019682304,RED SHARK DIGITAL,EIN ID 46-2971974,US,US-Federal,22,4800,4300,333500,8400,31800,109000,32000,1387500,18200,20325,45000,3850,17250,7200,150000,6900
AR78888241306009600,PIKE CREEK DEMOCRATS,Registered in Delaware 02004485,US,US-Federal,12,2600,2200,189750,4275,16600,60000,16500,802500,10000,10650,22500,2000,8750,3800,75000,3600
AR7889202087723008,CLOUD FOR CONGRESS,FEC ID C00655332,US,US-Federal,1,800,650,57500,1300,5000,18000,5000,240000,3000,3225,6750,600,2750,1200,24000,1050
AR78924937506586624,CARYN SIPERSTEIN,Registered in Florida 74891,US,US-Federal,1,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0
AR78982043391754240,"Freiheitliche Partei Österreich (FPÖ), Landesgruppe Wien",,"AT, DE, EU, PL, SK",EU-Parliament,252,78200,67450,5740750,131925,508600,1799000,502500,23932500,300600,327225,708000,60850,269000,119000,2292000,111000
